energy,heating,price,area,rooms,fee,zipcode,construction_year,level,price_per_area,heating_raw,heating_clean,energy_clean
Fernwärme,Fußbodenheizung,369000,61.41,2,3.57,12489,1956,1,6008.793356130924,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,540000,78.18,3,3.57,12489,1956,1,6907.137375287797,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,385000,60.82,3,3.57,12489,1956,1,6330.1545544228875,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,369000,63.37,3,3.57,12489,1956,1,5822.9446110146755,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,329000,56.62,2,3.57,12489,1956,1,5810.667608618863,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,335000,62.52,2,3.57,12489,1956,1,5358.28534868842,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,329000,57.88,2,3.57,12489,1956,1,5684.17415342087,Fußbodenheizung,fußbodenheizung,fernwärme
na,na,859000,165.0,5,3.57,10179,1911,1,5206.060606060606,na,missing,missing
Luft-/,Wärmepumpe,251200,29.2,1,3.57,13627,2023,1,8602.739726027397,Wärmepumpe,other,other
Fernwärme,Zentralheizung,669000,101.0,4,3.57,10117,1973,10,6623.762376237623,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,279000,63.75,2,3.57,13053,1,1,4376.470588235294,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,329000,55.08,1,3.57,10557,1956,2,5973.129992737836,Etagenheizung,etagenheizung,gas
Gas,Zentralheizung,345000,68.0,3,3.0,13469,1994,2,5073.529411764706,Zentralheizung,zentralheizung,gas
na,na,375000,50.65,2,2.97,10439,1904,2,7403.751233958539,na,missing,missing
Fernwärme,Fußbodenheizung,2495000,123.9,3,3.57,10707,2020,1,20137.20742534302,Fußbodenheizung,fußbodenheizung,fernwärme
Öl,Fußbodenheizung,525000,117.0,4,3.57,13467,1996,1,4487.179487179487,Fußbodenheizung,fußbodenheizung,öl
na,na,165000,35.0,1,3.57,14052,1969,1,4714.285714285715,na,missing,missing
na,na,299000,50.0,2,3.57,10437,1920,1,5980.0,na,missing,missing
Gas,Zentralheizung,695000,95.3,3,3.57,10409,1900,1,7292.759706190976,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,229000,74.0,2,3.57,12207,1909,1,3094.5945945945946,Etagenheizung,etagenheizung,gas
Gas,Zentralheizung,269000,60.0,2,3.57,10245,1900,4,4483.333333333333,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,259000,58.0,2,3.57,10245,1900,4,4465.517241379311,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,449000,94.0,3,3.57,12157,1926,4,4776.595744680851,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,379000,76.0,3,3.57,12157,1926,4,4986.8421052631575,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,193000,86.0,3,3.57,12103,1980,2,2244.186046511628,Zentralheizung,zentralheizung,öl
Gas,Etagenheizung,899000,200.0,6,3.57,13187,1905,1,4495.0,Etagenheizung,etagenheizung,gas
Öl,Zentralheizung,939000,168.0,5,3.57,10717,1905,2,5589.285714285715,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,349000,77.0,3,3.57,10245,1900,2,4532.467532467533,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,599000,113.0,3,3.57,12167,1907,1,5300.884955752213,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,395000,128.0,3,3.57,13086,1925,1,3085.9375,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,310000,111.7,2,3.57,13467,1979,1,2775.290957923008,Zentralheizung,zentralheizung,gas
na,na,125000,28.0,1,3.57,12459,2012,3,4464.285714285715,na,missing,missing
Gas,Etagenheizung,200000,58.81,2,3.57,13407,1960,1,3400.7821799013773,Etagenheizung,etagenheizung,gas
na,na,348000,57.69,2,3.57,10249,1918,1,6032.241289651586,na,missing,missing
Gas,"Fußbodenheizung, ",319000,70.0,2,1.95,12589,1997,1,4557.142857142857,"Fußbodenheizung, ",fußbodenheizung,gas
na,na,249000,54.0,2,2.94,12683,1997,1,4611.111111111111,na,missing,missing
na,na,645000,104.0,3,3.57,10249,1912,1,6201.923076923077,na,missing,missing
Gas,Zentralheizung,1540000,280.0,6,3.57,14193,1956,1,5500.0,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,179000,34.6,1,3.57,10439,1928,1,5173.410404624277,Etagenheizung,etagenheizung,gas
na,na,430000,94.0,3,3.57,10587,1910,1,4574.468085106383,na,missing,missing
Gas,"Fußbodenheizung, offener ",1350000,156.0,4,3.57,14193,1997,1,8653.846153846154,"Fußbodenheizung, offener ",fußbodenheizung,gas
na,na,249000,52.5,3,3.57,12157,1929,3,4742.857142857143,na,missing,missing
Gas,Etagenheizung,185000,35.0,1,3.57,14052,1973,1,5285.714285714285,Etagenheizung,etagenheizung,gas
Fernwärme,Zentralheizung,553104,80.16,2,3.57,10553,1900,4,6900.0,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,299000,61.0,2,3.57,10713,1940,2,4901.639344262295,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,309000,52.41,2,3.57,13086,2001,1,5895.82140812822,Zentralheizung,zentralheizung,gas
na,na,330000,51.41,2,3.57,10713,1959,4,6418.984633339817,na,missing,missing
na,na,375000,70.0,2,3.57,10247,1908,1,5357.142857142857,na,missing,missing
Öl,Etagenheizung,300000,75.4,3,3.57,12309,1976,1,3978.779840848806,Etagenheizung,etagenheizung,öl
Gas,Etagenheizung,550000,85.0,2,3.57,12161,1905,4,6470.588235294118,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,530000,84.0,2,3.57,12161,1905,4,6309.523809523809,Etagenheizung,etagenheizung,gas
na,na,580000,109.0,4,3.57,12109,1956,1,5321.100917431193,na,missing,missing
na,na,199000,40.0,1,3.57,10717,1890,2,4975.0,na,missing,missing
Gas,Etagenheizung,570000,80.0,2,3.57,12161,1900,4,7125.0,Etagenheizung,etagenheizung,gas
na,na,590000,93.0,3,3.57,10115,1956,1,6344.086021505376,na,missing,missing
Gas,Niedrigenergiehaus,542000,55.07,2,3.57,10437,2001,1,9842.019248229526,Niedrigenergiehaus,other,gas
na,na,845000,104.0,3,3.57,10439,1910,1,8125.0,na,missing,missing
Gas,Etagenheizung,795000,127.0,3,3.57,10967,1896,5,6259.842519685039,Etagenheizung,etagenheizung,gas
na,na,675000,135.0,4,2.38,13125,1928,1,5000.0,na,missing,missing
na,na,253000,36.39,1,3.57,10777,1960,1,6952.4594668865075,na,missing,missing
Fernwärme,Zentralheizung,775000,81.0,3,3.57,10629,2001,6,9567.901234567902,Zentralheizung,zentralheizung,fernwärme
na,na,599000,104.0,2,3.57,12169,1993,1,5759.615384615385,na,missing,missing
Gas,Zentralheizung,369000,83.0,3,3.57,10245,1900,2,4445.78313253012,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,259000,62.0,2,3.57,10555,1919,1,4177.419354838709,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,259000,56.0,2,3.57,10245,1900,4,4625.0,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,279000,67.0,2,3.57,12165,1890,4,4164.179104477612,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,469000,99.0,3,3.57,12167,1907,2,4737.373737373738,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,279000,122.0,4,3.57,12103,1980,2,2286.8852459016393,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,399000,78.0,2,3.57,12167,1907,3,5115.384615384615,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,389000,86.0,3,3.57,12157,1926,2,4523.2558139534885,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,399000,87.0,3,3.57,12157,1926,2,4586.206896551724,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,389000,84.0,3,3.57,12157,1926,3,4630.952380952381,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,193000,86.0,3,3.57,12103,1980,1,2244.186046511628,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,649000,133.0,3,3.57,12167,1907,3,4879.699248120301,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,389000,86.0,3,3.57,12157,1926,1,4523.2558139534885,Zentralheizung,zentralheizung,fernwärme
Gas,Etagenheizung,209000,67.0,2,3.57,12207,1909,2,3119.402985074627,Etagenheizung,etagenheizung,gas
Luft-/,Wärmepumpe,580000,114.0,4,3.57,12559,2022,1,5087.7192982456145,Wärmepumpe,other,other
na,na,445000,44.47,1,3.57,10119,1887,1,10006.746120980437,na,missing,missing
na,na,1165000,122.15,3,3.57,14193,1976,1,9537.4539500614,na,missing,missing
Gas,Etagenheizung,345000,82.45,2,3.57,10587,1905,4,4184.354154032747,Etagenheizung,etagenheizung,gas
na,na,519000,101.33,4,3.57,10179,1956,11,5121.879009177934,na,missing,missing
Öl,Zentralheizung,370000,80.0,3,3.57,13053,1992,1,4625.0,Zentralheizung,zentralheizung,öl
Fernwärme,Zentralheizung,169000,37.9,2,3.57,13187,1957,1,4459.1029023746705,Zentralheizung,zentralheizung,fernwärme
na,na,230000,56.0,3,3.57,12437,1965,1,4107.142857142857,na,missing,missing
na,na,389000,73.0,2,3.57,13407,1910,1,5328.767123287671,na,missing,missing
na,na,295000,56.0,3,3.57,10717,1900,3,5267.857142857143,na,missing,missing
na,na,290000,79.33,3,3.57,12355,1984,2,3655.615782175722,na,missing,missing
na,na,169000,61.0,3,3.57,13595,1956,1,2770.4918032786886,na,missing,missing
Fernwärme,Zentralheizung,250000,49.0,2,3.57,12059,1968,4,5102.040816326531,Zentralheizung,zentralheizung,fernwärme
na,na,2000000,169.0,3,3.57,10707,2014,2,11834.31952662722,na,missing,missing
Fernwärme,Zentralheizung,370000,42.0,1,3.57,10243,2021,5,8809.52380952381,Zentralheizung,zentralheizung,fernwärme
na,na,550000,53.0,2,3.57,10781,2021,1,10377.358490566035,na,missing,missing
Gas,Zentralheizung,299000,72.5,2,3.57,10247,1956,1,4124.137931034483,Zentralheizung,zentralheizung,gas
na,na,983000,75.57,2,5.0,10243,2022,5,13007.807330951437,na,missing,missing
"Fußbodenheizung, ",Wasser-,1420000,162.0,5,3.57,13156,2022,1,8765.432098765432,Wasser-,other,other
"Fußbodenheizung, ",Wasser-,599500,85.0,3,3.57,13156,2022,1,7052.941176470588,Wasser-,other,other
Fernwärme,"Fußbodenheizung, ",1242000,134.92,4,5.0,10243,2022,4,9205.455084494515,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,1119000,134.92,4,5.0,10243,2022,1,8293.803735546991,Fußbodenheizung,fußbodenheizung,fernwärme
"Fußbodenheizung, ",Wasser-,2050000,250.0,7,3.57,13156,2022,1,8200.0,Wasser-,other,other
Fernwärme,Fußbodenheizung,1007000,111.88,4,5.0,10243,2022,3,9000.715051841258,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",1070000,121.56,3,5.0,10243,2022,1,8802.237578150707,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",1390000,106.9,3,5.0,10243,2022,5,13002.806361085126,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",982000,118.19,3,5.0,10243,2022,1,8308.65555461545,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",1234000,112.11,4,5.0,10243,2022,5,11007.046650611008,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,429000,65.0,3,3.57,10713,1954,1,6600.0,na,missing,missing
Fernwärme,Zentralheizung,320000,67.3,3,5.0,10247,1956,5,4754.829123328381,Zentralheizung,zentralheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",929000,111.88,3,5.0,10243,2022,1,8303.53950661423,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,Zentralheizung,237000,53.16,2,5.0,10247,1956,1,4458.23927765237,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,195000,46.41,1,5.0,10247,1956,1,4201.680672268908,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,300000,67.05,3,5.0,10247,1956,2,4474.27293064877,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,695000,128.58,4,3.57,12435,1919,3,5405.195209208275,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,235000,48.15,1,3.57,14109,1974,2,4880.581516095535,Zentralheizung,zentralheizung,öl
Fernwärme,"Fußbodenheizung, ",730000,87.97,2,5.0,10243,2022,1,8298.283505740594,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,Fußbodenheizung,909900,82.71,3,5.0,10243,2022,5,11001.088139281828,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",619000,80.9,3,3.57,13187,2021,3,7651.42150803461,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",810000,87.97,3,5.0,10243,2022,4,9207.684437876547,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",194250,22.5,3,3.57,13088,2024,24,8633.333333333334,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",187850,22.1,2,3.57,13088,2024,24,8500.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
"Fußbodenheizung, ",Wasser-,575000,74.0,2,3.57,13156,2022,3,7770.27027027027,Wasser-,other,other
na,na,450000,67.0,2,3.57,10999,1972,1,6716.417910447762,na,missing,missing
Fernwärme,Fußbodenheizung,299000,37.87,1,3.57,13187,2021,2,7895.431740163718,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",625000,81.39,3,3.57,13187,2021,3,7679.076053569234,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,270000,65.73,3,5.0,10247,1956,1,4107.713372889091,na,missing,missing
Fernwärme,Fußbodenheizung,1850000,127.58,4,3.57,10709,2020,2,14500.705439724095,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Zentralheizung,395000,72.0,3,3.57,13587,1997,2,5486.111111111111,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,259000,57.0,2,3.57,12209,1958,1,4543.859649122807,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,349000,77.0,3,3.57,10245,1900,3,4532.467532467533,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,469000,88.0,2,3.57,10247,1900,3,5329.545454545455,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,1049000,185.0,3,3.57,10789,1900,1,5670.27027027027,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,449000,99.0,3,3.57,12167,1910,2,4535.353535353535,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,825000,145.0,5,6.0,10555,1900,1,5689.6551724137935,Etagenheizung,etagenheizung,gas
na,na,275000,58.39,2,3.57,12487,1930,1,4709.71056687789,na,missing,missing
na,na,295000,57.34,2,3.57,10367,1996,1,5144.75061039414,na,missing,missing
Öl,Zentralheizung,275000,68.0,2,3.57,13403,1973,1,4044.1176470588234,Zentralheizung,zentralheizung,öl
Öl,Zentralheizung,255500,55.0,2,3.57,12203,1966,1,4645.454545454545,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,1380000,250.0,6,2.98,12207,1908,1,5520.0,Zentralheizung,zentralheizung,gas
na,na,859000,165.0,5,3.57,10243,1911,1,5206.060606060606,na,missing,missing
Fernwärme,"Fußbodenheizung, ",279840,31.8,1,3.57,13088,2024,24,8800.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,280000,69.0,2,3.57,12207,1956,1,4057.9710144927535,na,missing,missing
Gas,Zentralheizung,339000,81.0,3,3.57,12209,1983,1,4185.185185185185,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,549000,72.99,3,3.57,10557,1996,1,7521.578298397041,Zentralheizung,zentralheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",232985,27.41,1,3.57,13088,2024,24,8500.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,Zentralheizung,247500,44.0,1,3.57,14052,1958,1,5625.0,Zentralheizung,zentralheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",187850,22.1,1,3.57,13088,2024,24,8500.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",198240,22.4,3,3.57,13088,2024,24,8850.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Gas,Fußbodenheizung,275000,60.65,1,3.57,12161,1910,1,4534.212695795548,Fußbodenheizung,fußbodenheizung,gas
Gas,Etagenheizung,895000,131.31,4,3.57,10559,1900,1,6815.931764526693,Etagenheizung,etagenheizung,gas
na,na,288000,60.0,2,3.57,12459,1997,2,4800.0,na,missing,missing
Gas,Etagenheizung,225000,51.82,2,3.57,12309,1956,1,4341.952913932844,Etagenheizung,etagenheizung,gas
na,na,599000,88.19,3,3.57,12167,1892,1,6792.15330536342,na,missing,missing
Öl,Zentralheizung,106000,36.0,1,3.57,12349,1964,3,2944.4444444444443,Zentralheizung,zentralheizung,öl
na,na,495700,86.26,4,3.57,10178,1980,3,5746.580106654301,na,missing,missing
Gas,"Etagenheizung, ",450000,91.4,3,3.57,13187,1920,2,4923.413566739606,"Etagenheizung, ",etagenheizung,gas
na,na,895000,158.72,5,3.57,10965,1900,4,5638.860887096775,na,missing,missing
Fernwärme,Zentralheizung,298000,45.35,1,3.57,10247,1908,1,6571.113561190738,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,590000,100.0,4,3.57,14193,1956,3,5900.0,Zentralheizung,zentralheizung,gas
Gas,"Fußbodenheizung, ",689000,89.0,3,3.57,14163,1994,2,7741.573033707865,"Fußbodenheizung, ",fußbodenheizung,gas
na,na,249000,50.0,2,3.57,14165,1956,1,4980.0,na,missing,missing
Gas,Etagenheizung,499000,249.47,8,3.57,10247,1902,5,2000.2405098809477,Etagenheizung,etagenheizung,gas
Fernwärme,Zentralheizung,420000,66.26,2,3.57,12159,1896,1,6338.6658617567155,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,245000,73.29,2,3.57,12205,1930,1,3342.8844317096464,Zentralheizung,zentralheizung,öl
na,na,349500,58.0,2,3.57,14169,1956,3,6025.862068965517,na,missing,missing
Gas,Etagenheizung,649000,119.0,4,3.57,13156,2012,3,5453.781512605042,Etagenheizung,etagenheizung,gas
Öl,Zentralheizung,379000,76.0,3,3.57,12359,1957,2,4986.8421052631575,Zentralheizung,zentralheizung,öl
na,na,1190000,158.0,5,3.57,10713,1911,1,7531.645569620253,na,missing,missing
na,na,689000,119.0,5,3.57,12277,2018,1,5789.915966386555,na,missing,missing
na,na,528000,50.0,2,3.57,10707,1957,1,10560.0,na,missing,missing
Fernwärme,Zentralheizung,159000,58.0,2,3.57,12627,1990,4,2741.379310344827,Zentralheizung,zentralheizung,fernwärme
na,na,579000,80.39,4,3.57,10407,1937,1,7202.388356760791,na,missing,missing
Fernwärme,Zentralheizung,389900,70.67,3,3.57,10707,1960,3,5517.192585255412,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Fußbodenheizung,670000,59.83,2,3.57,10783,2018,3,11198.395453785726,Fußbodenheizung,fußbodenheizung,fernwärme
Fernwärme,Zentralheizung,1595000,119.0,3,3.57,10119,2013,5,13403.361344537816,Zentralheizung,zentralheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",195360,22.2,1,3.57,13088,2024,24,8800.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",208465,24.1,1,3.57,13088,2024,24,8650.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",213136,24.22,1,3.57,13088,2024,24,8800.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Gas,Zentralheizung,1020000,300.0,3,4.76,12109,1963,1,3400.0,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,1020000,300.0,15,4.76,12109,1963,1,3400.0,Zentralheizung,zentralheizung,gas
Fernwärme,"Fußbodenheizung, ",278250,31.8,3,3.57,13088,2024,24,8750.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,349000,58.28,1,3.57,10555,1905,3,5988.332189430336,na,missing,missing
na,na,361000,86.0,4,3.57,12051,1923,1,4197.674418604651,na,missing,missing
na,na,149000,36.08,1,3.57,13158,1996,2,4129.711751662971,na,missing,missing
Gas,Zentralheizung,249000,47.07,2,3.57,12347,2009,4,5289.993626513703,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,120000,33.26,1,3.57,13587,1918,1,3607.9374624173183,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,279000,90.0,2,3.57,12169,1909,4,3100.0,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,144500,30.61,1,3.57,13403,1969,3,4720.679516497877,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,268000,75.0,3,3.57,12277,1964,1,3573.3333333333335,Zentralheizung,zentralheizung,öl
Fernwärme,Zentralheizung,449000,63.45,2,3.57,10629,1988,3,7076.438140267927,Zentralheizung,zentralheizung,fernwärme
na,na,369000,73.1,3,3.57,13509,1929,2,5047.879616963065,na,missing,missing
Gas,Etagenheizung,329000,55.23,2,3.57,10963,1918,4,5956.907477820026,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,329000,62.21,2,3.57,10963,1918,1,5288.538820125382,Etagenheizung,etagenheizung,gas
Gas,Zentralheizung,249000,44.35,3,3.57,12203,1973,3,5614.430665163472,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,249500,53.0,2,2.94,14165,1962,4,4707.547169811321,Zentralheizung,zentralheizung,öl
na,na,395000,69.7,2,3.57,10439,2004,1,5667.144906743185,na,missing,missing
na,na,179000,49.0,3,3.57,10439,1925,2,3653.061224489796,na,missing,missing
Gas,Zentralheizung,2995000,213.0,5,2.38,10439,2019,1,14061.032863849765,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,895000,114.44,2,2.38,10407,1900,1,7820.69206571129,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,997000,105.82,3,3.57,10435,1900,2,9421.659421659422,Zentralheizung,zentralheizung,gas
na,na,269000,79.0,3,3.57,13057,1956,1,3405.0632911392404,na,missing,missing
na,na,599000,94.0,3,3.57,12099,1956,1,6372.340425531915,na,missing,missing
Gas,Zentralheizung,289000,38.38,1,3.57,10407,1996,4,7529.963522668056,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,235000,50.64,2,3.57,10965,1958,1,4640.600315955766,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,423000,70.0,3,3.57,12169,1926,4,6042.857142857143,Zentralheizung,zentralheizung,gas
na,na,299800,64.0,2,3.57,10625,1904,1,4684.375,na,missing,missing
Gas,Zentralheizung,799000,109.9,3,3.57,10439,1956,1,7270.24567788899,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,389000,74.79,3,3.57,13189,1900,1,5201.230110977403,Zentralheizung,zentralheizung,fernwärme
na,na,299990,67.0,2,3.57,10625,1904,1,4477.462686567164,na,missing,missing
Fernwärme,Zentralheizung,640000,110.99,3,3.57,14193,1953,1,5766.285250923507,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,170000,46.0,2,3.57,13125,1996,2,3695.652173913043,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,799000,76.0,3,3.57,10245,2023,5,10513.157894736842,Zentralheizung,zentralheizung,gas
na,na,399000,88.05,4,3.57,10555,1908,1,4531.516183986371,na,missing,missing
Gas,Zentralheizung,220000,63.8,3,3.57,13409,1958,1,3448.2758620689656,Zentralheizung,zentralheizung,gas
na,na,479300,104.5,4,3.57,13467,1956,1,4586.602870813397,na,missing,missing
Gas,Zentralheizung,998000,170.0,3,3.57,12159,1905,5,5870.588235294118,Zentralheizung,zentralheizung,gas
na,na,499900,93.87,3,3.57,10625,1904,1,5325.450090550761,na,missing,missing
na,na,1099000,149.0,5,3.57,12157,1908,2,7375.838926174497,na,missing,missing
Öl,Zentralheizung,235000,62.26,3,3.57,12307,1965,2,3774.4940571795696,Zentralheizung,zentralheizung,öl
na,na,285000,60.54,2,2.38,10367,1890,1,4707.63131813677,na,missing,missing
Gas,Zentralheizung,430000,62.0,2,3.57,10245,1910,3,6935.4838709677415,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,724960,128.54,4,3.57,13469,1907,1,5639.956433794928,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,454190,78.12,3,3.57,13469,1907,2,5814.004096262161,Zentralheizung,zentralheizung,gas
na,na,389900,120.0,3,5.95,12555,1928,1,3249.1666666666665,na,missing,missing
na,na,234700,34.0,1,3.57,10707,1962,1,6902.941176470588,na,missing,missing
Gas,Zentralheizung,219750,39.0,1,3.57,10715,1898,1,5634.615384615385,Zentralheizung,zentralheizung,gas
"Blockheizkraftwerk, ",Heizungsart,199000,62.0,3,2.97,12627,1991,1,3209.6774193548385,Heizungsart,other,other
Gas,Zentralheizung,485000,86.0,3,3.57,14089,1938,1,5639.53488372093,Zentralheizung,zentralheizung,gas
na,na,1300000,245.0,7,7.14,10717,1970,1,5306.122448979592,na,missing,missing
Gas,Zentralheizung,469000,103.75,3,3.57,12459,1902,1,4520.481927710844,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,360000,57.0,3,3.57,13189,1962,3,6315.789473684211,Etagenheizung,etagenheizung,gas
na,na,550000,85.07,2,3.57,10585,1905,1,6465.263900317386,na,missing,missing
Gas,Zentralheizung,230000,35.0,1,3.57,10245,1900,4,6571.428571428572,Zentralheizung,zentralheizung,gas
na,na,220000,65.0,2,3.57,14193,1900,1,3384.6153846153848,na,missing,missing
Elektro,Etagenheizung,98900,43.05,1,3.57,12351,1956,2,2297.3286875725903,Etagenheizung,etagenheizung,other
na,na,299000,63.34,2,3.57,12353,1970,1,4720.555730975687,na,missing,missing
na,na,192000,49.0,2,3.57,13403,1956,1,3918.3673469387754,na,missing,missing
Gas,Etagenheizung,474000,96.0,4,3.57,12101,1931,1,4937.5,Etagenheizung,etagenheizung,gas
Luft-/,Wärmepumpe,1340000,131.0,5,3.57,14195,1956,2,10229.007633587786,Wärmepumpe,other,other
na,na,195000,22.98,1,3.57,10623,1897,2,8485.639686684073,na,missing,missing
Öl,Zentralheizung,595000,101.88,3,3.57,14059,1900,23,5840.204161758932,Zentralheizung,zentralheizung,öl
na,na,850000,96.47,3,3.57,10623,1897,4,8811.029335544728,na,missing,missing
Fernwärme,Zentralheizung,1007000,111.88,3,3.57,10243,2023,3,9000.715051841258,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,1161000,134.92,4,3.57,10243,2023,1,8605.099318114439,Zentralheizung,zentralheizung,fernwärme
na,na,450000,48.64,2,3.57,10623,1897,4,9251.644736842103,na,missing,missing
Fernwärme,Zentralheizung,983000,75.57,2,3.57,10243,2023,1,13007.807330951437,Zentralheizung,zentralheizung,fernwärme
Gas,"Kamin, ",694500,92.0,2,3.57,12047,1899,5,7548.913043478261,"Kamin, ",other,gas
Gas,Zentralheizung,654500,92.0,3,3.57,12047,1899,5,7114.130434782609,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,1215000,134.92,4,3.57,10243,2023,1,9005.336495701156,Zentralheizung,zentralheizung,fernwärme
